"";"post_id";"loc";"lat";"lon";"type";"nse";"id";"facebook_id";"message";"candidate";"candidato_id";"distrito_dip";"lista_id";"partido";"mujer";"nacimiento"
"11";"FB_1046";"Joaquín Edwards Bello 10518 Villa Los Pensamientos, la granja, Region Metropolitana, Chile";-33,556658;-70,6236858;"RANGE_INTERPOLATED";72,17065684;"574651676053641_753113188207488";574651676053641;"Estuve de paso con los emprendedores de la #Barbería #SalónBarber en la comuna de #LaGranja en la que conversamos de trabajo y los desafios para los trabajadores independientes de la comuna. Les dejo la dirección para que pasen a verlos Joaquín Edwards Bello 10518 Villa Los Pensamientos

#SergioGómezCeledón Candidato #Diputado #Distrito10 #UPAuniónpatriótica #UPADistrito10 #UniónPatriótica #YoEstoyConArtés #EduardoArtés #Chile #Chilenos
#beard #barbershop";"SERGIO GOMEZ";"10-M67";"10";"M";"UPA";0;"1978-05-08"
"12";"FB_111";"feria de san eugenio, Ñuñoa, Region Metropolitana, Chile";-33,4691839;-70,6229043;"GEOMETRIC_CENTER";89,82688766;"1638526072847255_1680742745292254";1638526072847255;"Este fin de semana estuvimos en la feria de San Eugenio, en Ñuñoa. Conversamos con adultos mayores acerca de los problemas de salud que los aquejan.";"RODOLFO CHELME";"10-B56";"10";"B";"PRO";0;"1960-09-22"
"13";"FB_1124";"barrio matta, santiago, Region Metropolitana, Chile";-33,4627623;-70,6342324;"ROOFTOP";59,2437078;"574651676053641_764120093773464";574651676053641;"Hoy estuvimos con la producción del #CarnavalSanAntonioDePadua en la #RadioFranklin hablando del #carnaval del #barrio y de su historia. #SergioGómez #Distrito10 #BarrioMatta #Franklin #Santiago #Chile";"SERGIO GOMEZ";"10-M67";"10";"M";"UPA";0;"1978-05-08"
"14";"FB_1129";"barrio matta, santiago, Region Metropolitana, Chile";-33,4627623;-70,6342324;"ROOFTOP";59,2437078;"574651676053641_764867493698724";574651676053641;"Transmitiendo en vivo desde la Gala del #CarnavalSanAntonioDePadua por facebook San Antonio de Padua,  #VitaminaFmChile y #RadioFranklin 7 y 8 de Octubre #SergioGómez #Distrito10 #Santiago #LaGranja #SanJoaquín #Macul #Ñuñoa #Providencia";"SERGIO GOMEZ";"10-M67";"10";"M";"UPA";0;"1978-05-08"
"15";"FB_1135";"feria de sebastopol, san joaquin, Region Metropolitana, Chile";-33,5132982;-70,6216513;"ROOFTOP";7,408225905;"574651676053641_765573243628149";574651676053641;"Completamente satisfechos en la jornada de hoy con la compañera Angélica Cornejo lista #M68 propaganda en la Feria de Sebastopol en la comuna de #SanJoaquín, vecinos y trabajadores se alinean con nuestras propuestas populares. Vamos por ese #Distrito10 Vamos por eso 30.000 votos!!!";"SERGIO GOMEZ";"10-M67";"10";"M";"UPA";0;"1978-05-08"
"16";"FB_1137";"barrio matta, santiago, Region Metropolitana, Chile";-33,4627623;-70,6342324;"ROOFTOP";59,2437078;"574651676053641_765604560291684";574651676053641;"Todos y todas invitadas a este gran carnaval. Ya se dió inicio a la Noche Latinoamericana en la Plaza Bogotá comuna de #Santiago conmemoración 25 años del #CarnavalSanAntonioDePadua Los saluda #SergioGómez #Diputado por el #Distrito10 #Arte #Cultura #culturadebarrio #barriofranklin #BarrioMattaSur #BarrioMatta";"SERGIO GOMEZ";"10-M67";"10";"M";"UPA";0;"1978-05-08"
"17";"FB_1138";"plaza bogotá, santiago, Region Metropolitana, Chile";-33,4675369;-70,6338272;"ROOFTOP";55,02762431;"574651676053641_765806500271490";574651676053641;"Ayer desde la #PlazaBogotá transmitiendo #NocheLatinoamericana #CarnavalSanAntonioDePadua por #VitaminaTV Hoy gran desfile de comparsas por Sierra Bella Desde Matta hasta Ñuble. #SergioGómez #Diatrito10 #Santiago transmitiendo la cultura de barrio.";"SERGIO GOMEZ";"10-M67";"10";"M";"UPA";0;"1978-05-08"
"18";"FB_1140";"feria benjamin subercaseaux, la granja, Region Metropolitana, Chile";-33,5534019;-70,6295256;"ROOFTOP";51,40822591;"574651676053641_765923676926439";574651676053641;"El día de hoy terminamos nuestra campaña en la feria de Benjamín Subercaseaux en la comuna de La Granja junto a mis compañeras de lista Angélica Cornejo y Carla González . En la que particularmente me quedo con una anécdota que me segó por unos minutos al ver la gran maquinaria política, por no decir una empresa de producción propagandística en la que se ostentan muchos “productos” como bolsas, dípticos, flyers en forma de zapatilla y una gran cantidad de personas trabajando bajo una polera azul. Por qué menciono esto? Nuestro llamado en las salidas a terreno y recorridos por las ferias es SACAR A LOS CORRUPTOS DEL PODER, ante esta consigna se acercan dos personas que estaban uniformados con el bando contrario y me piden una de nuestras papeletas, a lo que respondo con una negativa y a la defensiva, pero cuando veo la reacción de estas personas y me argumentan que no es su culpa, que ellos solo son trabajadores y les pagan por eso, pero que se identificaban con las ideas de Unión Patriótica relacionado al trabajo. Aquí entendí la importancia de nuestro trabajo que va más allá de lo evidente. Es por esto que sigo luchando por los trabajadores y la dignidad nacional.

Sergio Gómez C.
Candidato a Diputado por el #Distrito10
#LaGranja #SanJoaquín #Macul #Ñuñoa #Santiago #Providencia";"SERGIO GOMEZ";"10-M67";"10";"M";"UPA";0;"1978-05-08"
"19";"FB_116";"Feria Quilín, quilín, Region Metropolitana, Chile";-33,4860082;-70,5906488;"ROOFTOP";69,31000614;"1638526072847255_1687657681267427";1638526072847255;"Estuvimos en Feria Quilín. Conversando cara a cara con vecinos y vecinas.";"RODOLFO CHELME";"10-B56";"10";"B";"PRO";0;"1960-09-22"
"20";"FB_1222";"feria libre santa julia, ñuñoa, Region Metropolitana, Chile";-33,4751382;-70,592227;"GEOMETRIC_CENTER";11,3480663;"574651676053641_778627372322736";574651676053641;"Estimados y estimadas
Este Sábado 11 de Noviembre, convocamos a una actividad masiva de propaganda en sector Macul/Ñuñoa Feria Libre Santa Julia. Nos reuniremos en Rodrigo de Araya con Santa Julia a las 10:30 hrs. Para generar los cambios verdaderos que Chile necesita, como salud/educación gratuita y de calidad, viviendas dignas y un país sustentable con nuestros recursos naturales, necesitamos contar con tu participación.
Saludos y te espero!!

Sergio Gómez C.
Vicepresidente Metropolitano UPA
Candidato Diputado Distrito 10.";"SERGIO GOMEZ";"10-M67";"10";"M";"UPA";0;"1978-05-08"
"21";"FB_1235";"feria libre santa julia, ñuñoa, Region Metropolitana, Chile";-33,4751382;-70,592227;"GEOMETRIC_CENTER";11,3480663;"574651676053641_779697765549030";574651676053641;"Nos tomamos la choca y nos vamos a #Macul a la Feria en #SantaJulia con #RodrigoDeAraya. Estaremos repartiendo el diario #RemimolinoPopular #Distrito10";"SERGIO GOMEZ";"10-M67";"10";"M";"UPA";0;"1978-05-08"
"22";"FB_1246";"Persa Bio Bio, santiago, Region Metropolitana, Chile";-33,4738346;-70,6435003;"GEOMETRIC_CENTER";61,79251074;"574651676053641_781628175355989";574651676053641;"Este es el registro de un día cualquiera de campaña en el Persa Bio Bio, repartiendo el diario Remolino Popular en la que nos convertimos en uno más del entorno del lugar, junto a la gente, junto a los trabajadores.";"SERGIO GOMEZ";"10-M67";"10";"M";"UPA";0;"1978-05-08"
"23";"FB_1263";"universidad alberto hurtado, santiago, Region Metropolitana, Chile";-33,4460299;-70,6622487;"ROOFTOP";86,3806016;"1851757211743099_1905680943017392";1851757211743099;"Mañana Miércoles 6 de Septiembre a las 13:30 hrs estaré con Alicia Lira en el Foro ¿Qué entendemos y exigimos por justicia?. #MujeresValientes #DerechosHumanos #MesDeLaMemoria . El foro será en la Universidad Alberto Hurtado

No se lo pierda!";"JULIA URQUIETA";"10-N72";"10";"N";"PCCH";1;"1957-06-21"
"24";"FB_1283";"Estadio Nacional, ñuñoa, Region Metropolitana, Chile";-33,4646281;-70,6106762;"ROOFTOP";90,6519337;"1851757211743099_1909299389322214";1851757211743099;"Y se da inicio a las fiestas patrias en el Estadio Nacional. El llamado es a disfrutar y a no manejar bajos los efectos del alcohol.";"JULIA URQUIETA";"10-N72";"10";"N";"PCCH";1;"1957-06-21"
"25";"FB_1289";"feria de herrera, santiago, Region Metropolitana, Chile";-33,4336736;-70,6674796;"GEOMETRIC_CENTER";43,05709024;"1851757211743099_1912095209042632";1851757211743099;"Compartiendo con los vecinos de la feria de Herrera en #Santiago . Disputaremos cada espacio recogiendo las ideas e inquietudes de cada uno. #ChilePuedeMas #Distrito10 #UnaMujerValiente";"JULIA URQUIETA";"10-N72";"10";"N";"PCCH";1;"1957-06-21"
"26";"FB_1291";"El Pinar, san joaquin, Region Metropolitana, Chile";-33,4916845;-70,6233716;"GEOMETRIC_CENTER";55,56537753;"1851757211743099_1912249325693887";1851757211743099;"Conversamos con l@s vecin@s del Club de adulto mayor Sor Teresa de los Andes, de la población El Pinar de #SanJoaquin . Necesitamos un sistema de pensiones dignos. Por eso en estas elecciones vote por quienes quieren cambios... No da lo mismo por quien votar, #ChilePuedeMas #UnaMujerValiente #Distrito10";"JULIA URQUIETA";"10-N72";"10";"N";"PCCH";1;"1957-06-21"
"27";"FB_1302";"Villa Olímplica, ñuñoa, Region Metropolitana, Chile";-33,4625335;-70,6201286;"ROOFTOP";93,73235114;"1851757211743099_1914494108802742";1851757211743099;"Con ofensiva propagandística, Comando electoral posiciona a la Candidata del distrito 10, Julia Urquieta #UnaMujerValiente en la Villa Olímplica. La abogada de derechos humanos es una reconocida dirigenta social en el sector.";"JULIA URQUIETA";"10-N72";"10";"N";"PCCH";1;"1957-06-21"
"28";"FB_1304";"villa olimpica, ñuñoa, Region Metropolitana, Chile";-33,4625335;-70,6201286;"ROOFTOP";93,73235114;"1851757211743099_1914788288773324";1851757211743099;"Con la avanzada del Comando de la candidata Julia Urquieta en la Villa Olímplica, en La Granja y en la intersección de Pedro de Valdivia e Irarrázabal, los brigadistas impusieron el ritmo que ha adquirido la campaña para posicionar a la abogada de derechos humanos en el Distrito 10. La agenda de este viernes, incluye encuentro con adultos mayores, volanteos en ferias, casa a casa, en gran parte de las comunas que comprende el distrito.";"JULIA URQUIETA";"10-N72";"10";"N";"PCCH";1;"1957-06-21"
"29";"FB_1304";"pedro de valdivia Irarrazabal, ñuñoa , Region Metropolitana, Chile";-33,4541791;-70,6049732;"GEOMETRIC_CENTER";93,46838551;"1851757211743099_1914788288773324";1851757211743099;"Con la avanzada del Comando de la candidata Julia Urquieta en la Villa Olímplica, en La Granja y en la intersección de Pedro de Valdivia e Irarrázabal, los brigadistas impusieron el ritmo que ha adquirido la campaña para posicionar a la abogada de derechos humanos en el Distrito 10. La agenda de este viernes, incluye encuentro con adultos mayores, volanteos en ferias, casa a casa, en gran parte de las comunas que comprende el distrito.";"JULIA URQUIETA";"10-N72";"10";"N";"PCCH";1;"1957-06-21"
"30";"FB_1311";"plaza manuel rodriguez, santiago, Region Metropolitana, Chile";-33,4510363;-70,6649453;"GEOMETRIC_CENTER";81,16635973;"1851757211743099_1915699782015508";1851757211743099;"Exitosa recepción de Candidata del Dist 10 Julia Urquieta en el sector de la plaza Manuel Rodríguez en la comuna de Stgo";"JULIA URQUIETA";"10-N72";"10";"N";"PCCH";1;"1957-06-21"
"31";"FB_1314";"Mapocho esperanza, santiago, Region Metropolitana, Chile";-33,4326052;-70,6764069;"GEOMETRIC_CENTER";35,92879067;"1851757211743099_1916227565296063";1851757211743099;"Hoy hablé con los adultos mayores de la Junta de Vecinos Portales del sector de Mapocho con Esperanza. Una de las grandes preocupaciones de nuestros vecinos son las bajas pensiones que reciben. Aquí expliqué la importancia de las reformas previsionales, como también la necesidad de cambiar el sistema de pensiones..";"JULIA URQUIETA";"10-N72";"10";"N";"PCCH";1;"1957-06-21"
"32";"FB_1315";"Centro Comunitario San Gregorio, la granja, Region Metropolitana, Chile";-33,5386;-70,61484;"GEOMETRIC_CENTER";2,05893186;"1851757211743099_1916258801959606";1851757211743099;"El derecho a la vivienda digna, fue el tema que analizamos junto a dirigentes de 11 Comités de Allegados de La Legua, en el Centro Comunitario San Gregorio. En la oportunidad discutimos sobre la necesidad de organizarnos. De empoderarnos y asumir que somos nosotros, el puebo, los únicos que podemos hacer los cambios sociales que el país requiere.";"JULIA URQUIETA";"10-N72";"10";"N";"PCCH";1;"1957-06-21"
"33";"FB_1321";"Feria de Juan Sebastián Bach, san joaquin, Region Metropolitana, Chile";-33,4794909;-70,6258816;"ROOFTOP";57,43646409;"1851757211743099_1916910641894422";1851757211743099;"Muchas personas nos expresaron hoy su adhesión y simpatía a nuestra candidatura en la Feria de Juan Sebastián Bach en San Joaquín. Una gran jornada donde nos encontramos con mujeres que sufrieron la represión dictatorial, como Juanita Cerda. Con mucho trabajo mi candudatura, la del pueblo, se ha consolidado en el Distrito 10.";"JULIA URQUIETA";"10-N72";"10";"N";"PCCH";1;"1957-06-21"
"34";"FB_1362";"Villa Olímpica, ñuñoa, Region Metropolitana, Chile";-33,4625335;-70,6201286;"ROOFTOP";93,73235114;"1851757211743099_1921608271424659";1851757211743099;"Nos juntamos este jueves a las 20 horas.... vamos a inaugurar el comando en la Villa Olímpica. Están todos invitados... comparte y difunde...";"JULIA URQUIETA";"10-N72";"10";"N";"PCCH";1;"1957-06-21"
"35";"FB_1374";"Villa Olímpica, ñuñoa, Region Metropolitana, Chile";-33,4625335;-70,6201286;"ROOFTOP";93,73235114;"1851757211743099_1922840461301440";1851757211743099;"Recuerden que hoy a las 20 hrs. inauguramos nuestro comando en la Villa Olímpica en Ñuñoa... los espero.....";"JULIA URQUIETA";"10-N72";"10";"N";"PCCH";1;"1957-06-21"
"36";"FB_1375";" Carlos Dittborn 0890, ñuñoa, Region Metropolitana, Chile";-33,4658168;-70,6181221;"RANGE_INTERPOLATED";91,48680172;"1851757211743099_1922899761295510";1851757211743099;"Mientras trabajamos en el acto de esta noche, nuestro equipo de campaña trabaja a full para instalar las palomas en lugares públicos, ya que este viernes 20 de octubre se  inicia el período de propaganda electoral en plazas, parques, lugares públicos autorizados. Además, ese día comienza la franja televisiva.
También trabajamos en los espacios privados con la debida autorización del propietario del inmueble, tal como lo exige la ley. Un saludo a todos nuestros brigadistas y colaboradores que harán posible esta titánica tarea el 20 de noviembre en el Distrito 10. #UnaMujerValiente... y más tarde, a las 20 hrs, nos juntamos en Carlos Dittborn 0890, Dpto 103, Villa Olímpica";"JULIA URQUIETA";"10-N72";"10";"N";"PCCH";1;"1957-06-21"
"37";"FB_1379";"villa olimpica, ñuñoa, Region Metropolitana, Chile";-33,4625335;-70,6201286;"ROOFTOP";93,73235114;"1851757211743099_1923219737930179";1851757211743099;"Este sábado nos juntamos en la Cancha de la Villa Olímpica desde las 16 hrs en una actividad recreativa, artística y cultural. Habrá sorpresas.";"JULIA URQUIETA";"10-N72";"10";"N";"PCCH";1;"1957-06-21"
"38";"FB_1384";"Villa Olímpica, ñuñoa, Region Metropolitana, Chile";-33,4625335;-70,6201286;"ROOFTOP";93,73235114;"1851757211743099_1923678171217669";1851757211743099;"El viernes fue una intensa jornada. Inauguramos un comando en el ""Café Brazil"", recorrimos la feria, hicimos casa a casa, nos reunimos con dos clubes de adultos mayores, en Santiago y La Granja, volanteamos en las estaciones del metro. Además, anduvimos gran parte del Barrio Brasil, donde conversamos con jóvenes, adultos, inmigrantes. Un gran trabajo de nuestros brigadistas quienes se las jugaron por instalar las palomas en los lugares más visibles del Distrito 10.  Hoy seguimos en la lucha y ya estamos listos para la actividad de esta tarde en  el corazón de la Villa Olímpica, donde realizaremos una actividad recreativa, artística y cultural desde las 4 de la tarde.";"JULIA URQUIETA";"10-N72";"10";"N";"PCCH";1;"1957-06-21"
"39";"FB_1387";"villa olimpica, ñuñoa, Region Metropolitana, Chile";-33,4625335;-70,6201286;"ROOFTOP";93,73235114;"1851757211743099_1924067931178693";1851757211743099;"Una jornada de entretención, en familia, fue la que realizamos ayer en la Villa Olímpica donde reivindicamos el derecho de los niños a jugar en espacios libres y seguros. También hice un llamado a los vecinos a concurrir a votar e impedir que gane Piñera, ya ello sería un retroceso  para el Chile que queremos construir.";"JULIA URQUIETA";"10-N72";"10";"N";"PCCH";1;"1957-06-21"
"40";"FB_1418";"paseo ahumada huerfanos, santiago, Region Metropolitana, Chile";-33,4396265;-70,6509478;"GEOMETRIC_CENTER";97,84898711;"1851757211743099_1928931920692294";1851757211743099;"Como cada día intensificamos nuestro trabajo en la esquina de Huerfanos con Ahumada. Una gran labor de los brigadistas que ganan voluntades para derrotar a la derecha. #UnaMujerValiente Distrito 10/N 72";"JULIA URQUIETA";"10-N72";"10";"N";"PCCH";1;"1957-06-21"
"41";"FB_1435";"San Eugenio,Santiago, Region Metropolitana, Chile";-33,4617689;-70,6251032;"GEOMETRIC_CENTER";90,56353591;"1851757211743099_1931061487146004";1851757211743099;"Mientras se acerca el día de las elecciones, nuestro trabajo se ha intensificado. No descansamos y ocupamos cada espacio para difundir nuestras ideas para derrotar a la derecha. Este miércoles estuvimos en el barrio San Eugenio de Santiago compartiendo con el Club de Adultos Mayores Paz y Amor, volanteamos en el Metro Quinta Normal y terminamos en San Joaquín, en una reunión con un comité de vivienda. Todo suma para llegar al parlamento con #UnaMujerValiente Dist 10 N 72.";"JULIA URQUIETA";"10-N72";"10";"N";"PCCH";1;"1957-06-21"
"42";"FB_1435";"Metro quinta normal, quinta normal, Region Metropolitana, Chile";-33,4405051;-70,6800726;"ROOFTOP";81,95457336;"1851757211743099_1931061487146004";1851757211743099;"Mientras se acerca el día de las elecciones, nuestro trabajo se ha intensificado. No descansamos y ocupamos cada espacio para difundir nuestras ideas para derrotar a la derecha. Este miércoles estuvimos en el barrio San Eugenio de Santiago compartiendo con el Club de Adultos Mayores Paz y Amor, volanteamos en el Metro Quinta Normal y terminamos en San Joaquín, en una reunión con un comité de vivienda. Todo suma para llegar al parlamento con #UnaMujerValiente Dist 10 N 72.";"JULIA URQUIETA";"10-N72";"10";"N";"PCCH";1;"1957-06-21"
"43";"FB_1437";"gorbea 1874, santiago, Region Metropolitana, Chile";-33,4522694;-70,6612264;"ROOFTOP";93,90055249;"1851757211743099_1931318140453672";1851757211743099;"Muy buena recepción en el Club del Adulto Mayor Arauco en Santiago de la JJVV Bascuñan Guerrero. Gracias por la buena acogida  #UnaMujerValiente Distrito 10 N 72";"JULIA URQUIETA";"10-N72";"10";"N";"PCCH";1;"1957-06-21"
"44";"FB_1450";"Hospital Salvador, providencia, Region Metropolitana, Chile";-33,436952;-70,624884;"ROOFTOP";96,95027624;"1851757211743099_1933154393603380";1851757211743099;"Hoy participé en la actividad convocada por la multigremial del Hospital Salvador, amenazado por la empresa concesionaria de abandonar las obras de construcción del Salvador Geriátrico por el hallazgo de osamentas precolombinas. Es una muestra más de lo fracasada que han sido las política de la derecha. Fue Piñera quien dejó amarrado al gobierno con esta  nefasta  entrega del patrimonio de todos los chilenos a manos privadas, como también lo denunció la Diputada Karol Cariola. Mi compromiso es asumir la defensa de la salud pública y respadar a los trabajadores en sus justas demandas. #UnaMujerValiente Distrito 10 N 72";"JULIA URQUIETA";"10-N72";"10";"N";"PCCH";1;"1957-06-21"
"45";"FB_1455";"ricado cumming 350, santiago, Region Metropolitana, Chile";-33,4408486;-70,6684989;"ROOFTOP";92,94168201;"1851757211743099_1933616986890454";1851757211743099;"Una jornada de entretención y cultura disfrutamos anoche en el ICAL con Tangos y Boleros. Agradezco el apoyo de la concurrencia, de los artistas que se hicieron presentes y de nuestra concejala por Santiago, Iraci Hassler. Creo que en espacios como estos podemos difundir la cultura e ir creado conciencia sobre los cambios que debemos impulsar. #UnaMujerValiente Distrito 10 N 72";"JULIA URQUIETA";"10-N72";"10";"N";"PCCH";1;"1957-06-21"
"46";"FB_1484";"plaza los heroes, Santiago, Region Metropolitana, Chile";-33,5028194;-70,7489086;"GEOMETRIC_CENTER";48,12645795;"1495091220708278_1907980589419337";1495091220708278;"Nos vemos mañana, a las 10:00 am en Plaza Los Héroes, Santiago, para marchar, nuevamente, por los derechos humanos, la memoria y contra la impunidad.";"JAVIERA OLIVARES";"10-N73";"10";"N";"PCCH";1;"1981-03-26"
"47";"FB_1488";"Morandé 80, Santiago, Region Metropolitana, Chile";-33,4425856;-70,6533616;"ROOFTOP";98,27010436;"1495091220708278_1908615772689152";1495091220708278;"Este lunes 11 de septiembre lo inciamos entregando una ofrenda floral en Morandé 80, como homenaje a nuestro presidente mártir, Salvador Allende, y en memoria de todas las víctimas de la dictadura.

Luego, en San Joaquín, reafirmamos nuestro compromiso con la memoria, la justicia y los derechos humanos.";"JAVIERA OLIVARES";"10-N73";"10";"N";"PCCH";1;"1981-03-26"
"48";"FB_1489";"Estadio Nacional, ñuñoa, Region Metropolitana, Chile";-33,4646281;-70,6106762;"ROOFTOP";90,6519337;"1495091220708278_1908684112682318";1495091220708278;"Esta tarde asistimos a una emotiva ruta de la memoria en Santiago. En todas nuestras calles hay relatos que nos mueven a exigir más justicia y verdad.

Más tarde, y como es tradición, nos reunimos en el Estadio Nacional en Ñuñoa para decir que no olvidamos. La memoria es base para un mejor futuro!";"JAVIERA OLIVARES";"10-N73";"10";"N";"PCCH";1;"1981-03-26"
"49";"FB_1496";"parque la castrina, san joaquin, Region Metropolitana, Chile";-33,5114751;-70,6291727;"GEOMETRIC_CENTER";12,71086556;"1495091220708278_1910313222519407";1495091220708278;"Esta tarde de sábado, compartimos con muchos amigos y amigas de organizaciones sociales presentes en la Fiesta Chilenera en Parque La Castrina de San Joaquín.

Ahora, la jornada culmina en la fonda del Comunal Macul del Partido Comunista de Chile,  junto a grandes compañeras y compañeros.

Vamos, con alegría y convicción, por el triunfo en el Distrito 10.";"JAVIERA OLIVARES";"10-N73";"10";"N";"PCCH";1;"1981-03-26"
